month,basket_id,sector,role,export_usd_mn,export_inr_cr,quantity,quantity_unit,hs_level_used,codes_summed,n_codes,vintage_flag,retrieval_date,source_file,notes
2019-10,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,358.59,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2019-10,B2_PHARMA,Pharmaceutical formulations,CORE,1223.67,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-10,B3_AC,Air conditioners,CORE,14.07,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-10,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,96.34,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-10,C1_LEATHER,Leather goods,CONTROL,209.68,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-10,C2_FOOTWEAR,Footwear,CONTROL,200.28,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-10,C3_COTTON,Cotton woven fabrics,CONTROL,167.48,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-11,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,427.09,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2019-11,B2_PHARMA,Pharmaceutical formulations,CORE,1288.6,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-11,B3_AC,Air conditioners,CORE,13.25,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-11,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,78.27,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-11,C1_LEATHER,Leather goods,CONTROL,212.94,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-11,C2_FOOTWEAR,Footwear,CONTROL,197.73,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-11,C3_COTTON,Cotton woven fabrics,CONTROL,144.87,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-12,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,294.6,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2019-12,B2_PHARMA,Pharmaceutical formulations,CORE,1369.46,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-12,B3_AC,Air conditioners,CORE,15.09,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-12,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,109.41,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-12,C1_LEATHER,Leather goods,CONTROL,208.72,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-12,C2_FOOTWEAR,Footwear,CONTROL,234.68,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2019-12,C3_COTTON,Cotton woven fabrics,CONTROL,169.95,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-01,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,343.08,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-01,B2_PHARMA,Pharmaceutical formulations,CORE,1271.02,,,,6,3003xx+3004xx,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-01,B3_AC,Air conditioners,CORE,14.28,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-01,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,110.45,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-01,C1_LEATHER,Leather goods,CONTROL,210.18,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-01,C2_FOOTWEAR,Footwear,CONTROL,238.91,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-01,C3_COTTON,Cotton woven fabrics,CONTROL,162.94,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-02,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,510.95,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-02,B2_PHARMA,Pharmaceutical formulations,CORE,1268.19,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-02,B3_AC,Air conditioners,CORE,17.55,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-02,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,108.34,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-02,C1_LEATHER,Leather goods,CONTROL,207,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-02,C2_FOOTWEAR,Footwear,CONTROL,218.57,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-02,C3_COTTON,Cotton woven fabrics,CONTROL,168.4,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-03,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,239.87,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-03,B2_PHARMA,Pharmaceutical formulations,CORE,1115.86,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-03,B3_AC,Air conditioners,CORE,13.56,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-03,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,83.85,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-03,C1_LEATHER,Leather goods,CONTROL,142.34,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-03,C2_FOOTWEAR,Footwear,CONTROL,152.02,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-03,C3_COTTON,Cotton woven fabrics,CONTROL,134.95,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-04,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,30.43,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-04,B2_PHARMA,Pharmaceutical formulations,CORE,1178.86,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-04,B3_AC,Air conditioners,CORE,0.86,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-04,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,9.23,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-04,C1_LEATHER,Leather goods,CONTROL,8.68,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-04,C2_FOOTWEAR,Footwear,CONTROL,15.16,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-04,C3_COTTON,Cotton woven fabrics,CONTROL,12.31,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-05,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,71.01,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-05,B2_PHARMA,Pharmaceutical formulations,CORE,1486.12,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-05,B3_AC,Air conditioners,CORE,7.93,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-05,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,26.44,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-05,C1_LEATHER,Leather goods,CONTROL,50.03,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-05,C2_FOOTWEAR,Footwear,CONTROL,62.8,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-05,C3_COTTON,Cotton woven fabrics,CONTROL,55.05,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-06,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,71.78,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-06,B2_PHARMA,Pharmaceutical formulations,CORE,1459.84,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-06,B3_AC,Air conditioners,CORE,12.03,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-06,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,41.41,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-06,C1_LEATHER,Leather goods,CONTROL,119.4,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-06,C2_FOOTWEAR,Footwear,CONTROL,139.72,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-06,C3_COTTON,Cotton woven fabrics,CONTROL,121.65,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-07,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,141.12,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-07,B2_PHARMA,Pharmaceutical formulations,CORE,1491.11,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-07,B3_AC,Air conditioners,CORE,14.82,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-07,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,54.28,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-07,C1_LEATHER,Leather goods,CONTROL,168.93,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-07,C2_FOOTWEAR,Footwear,CONTROL,202.14,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-07,C3_COTTON,Cotton woven fabrics,CONTROL,149.18,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-08,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,244.74,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-08,B2_PHARMA,Pharmaceutical formulations,CORE,1441.74,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-08,B3_AC,Air conditioners,CORE,15.78,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-08,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,60.54,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-08,C1_LEATHER,Leather goods,CONTROL,187,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-08,C2_FOOTWEAR,Footwear,CONTROL,206.28,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-08,C3_COTTON,Cotton woven fabrics,CONTROL,139.62,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-09,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,221.2,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-09,B2_PHARMA,Pharmaceutical formulations,CORE,1650.06,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-09,B3_AC,Air conditioners,CORE,18.84,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-09,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,71.42,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-09,C1_LEATHER,Leather goods,CONTROL,210.34,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-09,C2_FOOTWEAR,Footwear,CONTROL,197.71,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-09,C3_COTTON,Cotton woven fabrics,CONTROL,154.71,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-10,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,293.37,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-10,B2_PHARMA,Pharmaceutical formulations,CORE,1516.4,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-10,B3_AC,Air conditioners,CORE,13.96,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-10,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,62.62,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-10,C1_LEATHER,Leather goods,CONTROL,204.02,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-10,C2_FOOTWEAR,Footwear,CONTROL,157.46,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-10,C3_COTTON,Cotton woven fabrics,CONTROL,163.67,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-11,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,440.15,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-11,B2_PHARMA,Pharmaceutical formulations,CORE,1417.83,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-11,B3_AC,Air conditioners,CORE,12.9,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-11,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,57.01,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-11,C1_LEATHER,Leather goods,CONTROL,168.44,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-11,C2_FOOTWEAR,Footwear,CONTROL,143.29,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-11,C3_COTTON,Cotton woven fabrics,CONTROL,149.29,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-12,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,418.51,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2020-12,B2_PHARMA,Pharmaceutical formulations,CORE,1624.53,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-12,B3_AC,Air conditioners,CORE,16.06,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-12,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,67.58,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-12,C1_LEATHER,Leather goods,CONTROL,186.07,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-12,C2_FOOTWEAR,Footwear,CONTROL,186.36,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2020-12,C3_COTTON,Cotton woven fabrics,CONTROL,167.81,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-01,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,400.65,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2021-01,B2_PHARMA,Pharmaceutical formulations,CORE,1474.3,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-01,B3_AC,Air conditioners,CORE,14.95,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-01,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,69.25,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-01,C1_LEATHER,Leather goods,CONTROL,181.4,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-01,C2_FOOTWEAR,Footwear,CONTROL,192.76,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-01,C3_COTTON,Cotton woven fabrics,CONTROL,162.82,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-02,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,317.48,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2021-02,B2_PHARMA,Pharmaceutical formulations,CORE,1412.22,,,,6,3003xx+3004xx,22,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-02,B3_AC,Air conditioners,CORE,17.09,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-02,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,74.66,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-02,C1_LEATHER,Leather goods,CONTROL,170.75,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-02,C2_FOOTWEAR,Footwear,CONTROL,182.81,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-02,C3_COTTON,Cotton woven fabrics,CONTROL,159.92,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-03,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,471.57,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2021-03,B2_PHARMA,Pharmaceutical formulations,CORE,1621.16,,,,6,3003xx+3004xx,22,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-03,B3_AC,Air conditioners,CORE,23.07,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-03,B4_TEXTILE,MMF fabrics (PLI Textiles Annexure-II),ROBUSTNESS,84.81,,,,6,14 named codes,14,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-03,C1_LEATHER,Leather goods,CONTROL,174.36,,,,6,Chapter 42,20,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-03,C2_FOOTWEAR,Footwear,CONTROL,190.88,,,,6,Chapter 64,25,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-03,C3_COTTON,Cotton woven fabrics,CONTROL,179.11,,,,6,5208-5212,70,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-04,B1_MOBILE,Electronics - telephone sets (HS 8517.1x proxy for the PLI-LSEM mobile-phone segment),CORE,170.13,,,,6,851711|851712|851713|851714|851718,3,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,no-trade/absent: 851713|851714
2021-04,B2_PHARMA,Pharmaceutical formulations,CORE,1384.55,,,,6,3003xx+3004xx,21,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
2021-04,B3_AC,Air conditioners,CORE,16.52,,,,6,8415xx,6,R,2026-08-29,01_raw_data/raw_trade_data/meidb_hs6_extract_2026-08-29/panel_compact.csv,
