month,basket_id,export_usd_mn,n_codes,vintage_flag,codes_absent,codes_starred
2024-12,C1_LEATHER,218.98,20,R,,
2024-12,C2_FOOTWEAR,220.02,25,R,,
2024-12,C3_COTTON,182.62,70,R,,
2025-01,B1_MOBILE,2930.01,5,R,,
2025-01,B2_PHARMA,1897.3,20,R,,
2025-01,B3_AC,37.21,6,R,,
2025-01,B4_TEXTILE,101.38,14,R,,
2025-01,C1_LEATHER,234.48,20,R,,
2025-01,C2_FOOTWEAR,219.7,25,R,,
2025-01,C3_COTTON,185.52,70,R,,
2025-02,B1_MOBILE,2664.31,5,R,,
2025-02,B2_PHARMA,1828.88,20,R,,
2025-02,B3_AC,38.02,6,R,,
2025-02,B4_TEXTILE,98.05,14,R,,
2025-02,C1_LEATHER,200.73,20,R,,
2025-02,C2_FOOTWEAR,202.69,25,R,,
2025-02,C3_COTTON,172.51,70,R,,
2025-03,B1_MOBILE,3166.91,5,R,,
2025-03,B2_PHARMA,2735.13,20,R,,
2025-03,B3_AC,48.06,6,R,,
2025-03,B4_TEXTILE,103.16,14,R,,
2025-03,C1_LEATHER,221.03,20,R,,
2025-03,C2_FOOTWEAR,206.84,25,R,,
2025-03,C3_COTTON,188.84,70,R,,
2025-04,B1_MOBILE,2327.03,5,R,,
2025-04,B2_PHARMA,1850.53,20,R,,
2025-04,B3_AC,39.06,6,R,,
2025-04,B4_TEXTILE,86.3,14,R,,
2025-04,C1_LEATHER,191.75,20,R,,
2025-04,C2_FOOTWEAR,187.57,25,R,,
2025-04,C3_COTTON,163.5,70,R,,
2025-05,B1_MOBILE,2964.76,5,R,,
2025-05,B2_PHARMA,1821.61,20,R,,
2025-05,B3_AC,43.06,6,R,,
2025-05,B4_TEXTILE,93.26,14,R,,
2025-05,C1_LEATHER,228.91,20,R,,
2025-05,C2_FOOTWEAR,220.95,25,R,,
2025-05,C3_COTTON,160.57,70,R,,
2025-06,B1_MOBILE,2688.25,5,R,,
2025-06,B2_PHARMA,1924.83,20,R,,
2025-06,B3_AC,42.33,6,R,,
2025-06,B4_TEXTILE,72.93,14,R,,
2025-06,C1_LEATHER,229.07,20,R,,
2025-06,C2_FOOTWEAR,228.89,25,R,,
2025-06,C3_COTTON,146.75,70,R,,
2025-07,B1_MOBILE,2206.24,5,R,,
2025-07,B2_PHARMA,1938.47,20,R,,
2025-07,B3_AC,41.55,6,R,,
2025-07,B4_TEXTILE,89.35,14,R,,
2025-07,C1_LEATHER,256.11,20,R,,
2025-07,C2_FOOTWEAR,270.06,25,R,,
2025-07,C3_COTTON,163.05,70,R,,
2025-08,B1_MOBILE,1527.75,5,R,,
2025-08,B2_PHARMA,1771.32,20,R,,
2025-08,B3_AC,37.82,6,R,,
2025-08,B4_TEXTILE,84.02,14,R,,
2025-08,C1_LEATHER,251.24,20,R,,
2025-08,C2_FOOTWEAR,231.02,25,R,,
2025-08,C3_COTTON,165.68,70,R,,
2025-09,B1_MOBILE,1683.45,5,R,,
2025-09,B2_PHARMA,1815.3,20,R,,
2025-09,B3_AC,45.67,6,R,,
2025-09,B4_TEXTILE,95.3,14,R,,
2025-09,C1_LEATHER,221.3,20,R,,
2025-09,C2_FOOTWEAR,182.83,25,R,,
2025-09,C3_COTTON,181.35,70,R,,
2025-10,B1_MOBILE,2567.71,5,R,,
2025-10,B2_PHARMA,1675.65,20,R,,
2025-10,B3_AC,45.47,6,R,,
2025-10,B4_TEXTILE,90.04,14,R,,
2025-10,C1_LEATHER,200.55,20,R,,
2025-10,C2_FOOTWEAR,173.58,25,R,,
2025-10,C3_COTTON,169.7,70,R,,
2025-11,B1_MOBILE,2920.03,5,R,,
2025-11,B2_PHARMA,1840.9,20,R,,
2025-11,B3_AC,53.14,6,R,,
2025-11,B4_TEXTILE,84.39,14,R,,
2025-11,C1_LEATHER,216.55,20,R,,
2025-11,C2_FOOTWEAR,199.11,25,R,,
2025-11,C3_COTTON,161.1,70,R,,
2025-12,B1_MOBILE,2508.8,5,R,,
2025-12,B2_PHARMA,1888.17,20,R,,
2025-12,B3_AC,51.72,6,R,,
2025-12,B4_TEXTILE,104.3,14,R,,
2025-12,C1_LEATHER,216.97,20,R,,
2025-12,C2_FOOTWEAR,209.63,25,R,,
2025-12,C3_COTTON,182.81,70,R,,
2026-01,B1_MOBILE,2558.25,5,R,,
2026-01,B2_PHARMA,1866.8,20,R,,
2026-01,B3_AC,46.74,6,R,,
2026-01,B4_TEXTILE,111.06,14,R,,
2026-01,C1_LEATHER,219.71,20,R,,
2026-01,C2_FOOTWEAR,209.4,25,R,,
2026-01,C3_COTTON,176.6,70,R,,
2026-02,B1_MOBILE,2642.06,5,R,,
2026-02,B2_PHARMA,1860.72,20,R,,
2026-02,B3_AC,53.79,6,R,,
2026-02,B4_TEXTILE,103.06,14,R,,
2026-02,C1_LEATHER,212.73,20,R,,
2026-02,C2_FOOTWEAR,181.14,25,R,,
2026-02,C3_COTTON,171.85,70,R,,
2026-03,B1_MOBILE,2792.22,5,R,,
2026-03,B2_PHARMA,1972.06,20,R,,
2026-03,B3_AC,39.78,6,R,,
2026-03,B4_TEXTILE,78.89,14,R,,
2026-03,C1_LEATHER,200.74,20,R,,
2026-03,C2_FOOTWEAR,167.92,25,R,,
2026-03,C3_COTTON,169.9,70,R,,
